2R	1883884	0.998	13.00814917	[0.5202, 0.4685, 0.7, 0.7167, 0.8433, 0.8632, 0.9007]
2R	1885958	0.998	18.66577167	[0.2781, 0.437, 0.4688, 0.5562, 0.8, 0.7423, 0.7969]
2R	2273933	0.998	21.29834237	[0.2249, 0.1562, 0.1364, 0.3333, 0.5411, 0.6391, 0.7623]
2R	3383774	0.998	8.82395003	[0.5053, 0.6277, 0.7273, 0.7, 0.8, 0.7724, 0.8482]
2R	4398507	0.998	19.22298101	[0.2384, 0.4324, 0.3571, 0.4515, 0.5794, 0.6882, 0.7795]
2R	6356137	0.998	12.33982219	[0.5928, 0.5797, 0.7037, 0.6557, 0.6953, 0.92, 0.9426]
2R	8110929	0.998	12.36719791	[0.369, 0.4196, 0.5, 0.6298, 0.7803, 0.92, 0.8182]
2R	8713662	0.998	9.66189079	[0.548, 0.5545, 0.6774, 0.8105, 0.7481, 0.9231, 0.9072]
2R	12552282	0.998	21.71056794	[0.3067, 0.4603, 0.4286, 0.713, 0.8333, 0.8537, 0.8783]
2R	15803893	0.998	6.06519683	[0.5519, 0.4138, 0.4737, 0.6146, 0.7687, 0.7895, 0.8189]
2R	18754259	0.998	11.92250003	[0.2177, 0.2453, 0.2, 0.3178, 0.5938, 0.7692, 0.6988]
2R	18768652	0.998	24.30079886	[0.1739, 0.1651, 0.1333, 0.3632, 0.6406, 0.6577, 0.8021]
2R	18786430	0.998	10.09292301	[0.4333, 0.3256, 0.2581, 0.5655, 0.656, 0.7447, 0.8316]
2R	18787659	0.998	26.24198984	[0.1594, 0.2683, 0.2812, 0.4085, 0.6754, 0.6977, 0.7348]
2R	18801837	0.998	29.41833014	[0.2739, 0.3648, 0.4286, 0.532, 0.6, 0.7155, 0.8324]
2R	18828374	0.998	17.73825592	[0.2451, 0.2353, 0.3478, 0.4927, 0.6418, 0.6942, 0.7273]
2R	18973408	0.998	20.96467383	[0.3269, 0.3471, 0.1739, 0.4951, 0.5401, 0.8031, 0.8322]
3L	7628716	0.998	6.88954843	[0.5047, 0.3942, 0.5526, 0.676, 0.7972, 0.8926, 0.7879]
3L	7824709	0.998	19.67122393	[0.2629, 0.3185, 0.4872, 0.5369, 0.6939, 0.7344, 0.7982]
3L	12073111	0.998	9.54541929	[0.5753, 0.6613, 0.7273, 0.7861, 0.9244, 0.9565, 0.9091]
3L	19979333	0.998	14.81583391	[0.1565, 0.25, 0.3243, 0.4389, 0.5046, 0.6667, 0.7297]
3L	20183021	0.998	15.92822664	[0.3333, 0.2742, 0.5417, 0.4914, 0.6454, 0.7, 0.7929]
3L	20204286	0.998	14.26148305	[0.2473, 0.3614, 0.3214, 0.4615, 0.6373, 0.7212, 0.7625]
3L	20311856	0.998	17.79665255	[0.5706, 0.6829, 0.7097, 0.8516, 0.876, 0.9612, 0.9833]
3L	20313328	0.998	5.52410155	[0.6883, 0.7089, 0.7391, 0.9012, 0.94, 1.0, 0.9405]
3L	20313337	0.998	6.8894275	[0.6335, 0.6538, 0.7143, 0.8713, 0.9057, 0.9574, 0.931]
3L	20314062	0.998	11.19223696	[0.3871, 0.5357, 0.6, 0.6531, 0.7736, 0.8173, 0.8841]
3L	20326487	0.998	16.92364012	[0.4787, 0.6241, 0.5758, 0.7167, 0.7351, 0.8667, 0.8993]
3L	20339745	0.998	13.41708027	[0.5032, 0.6154, 0.6176, 0.7882, 0.775, 0.8584, 0.9037]
3L	21130437	0.998	11.20228902	[0.4765, 0.3894, 0.4815, 0.6667, 0.7754, 0.8534, 0.8866]
X	2062923	0.998	14.88943858	[0.469, 0.5833, 0.7895, 0.8042, 0.9101, 0.875, 0.973]
X	2062948	0.998	19.77901141	[0.4367, 0.5375, 0.8, 0.7872, 0.8587, 0.901, 0.9878]
X	2063510	0.998	14.0948217	[0.4551, 0.6341, 0.6786, 0.7887, 0.8716, 0.9015, 0.9367]
X	2795111	0.998	12.98526902	[0.551, 0.6211, 0.7619, 0.9598, 0.9818, 0.9307, 0.9485]
X	6756320	0.998	25.13646053	[0.3824, 0.5364, 0.72, 0.787, 0.8205, 0.9174, 0.9355]
X	6757932	0.998	12.57452057	[0.48, 0.4634, 0.6364, 0.7105, 0.8462, 0.9174, 0.9294]
X	6762988	0.998	26.09963128	[0.3315, 0.4578, 0.6522, 0.6646, 0.8, 0.9247, 0.9667]
X	6762995	0.998	27.62154742	[0.3253, 0.4881, 0.6667, 0.6986, 0.7982, 0.9341, 0.9783]
X	7145881	0.998	11.32780411	[0.4375, 0.4184, 0.6818, 0.7434, 0.7778, 0.875, 0.8812]
X	15120243	0.998	13.9441566	[0.427, 0.6786, 0.8571, 0.8774, 0.9389, 0.9561, 0.8595]
X	15120250	0.998	17.69249518	[0.4396, 0.6549, 0.8696, 0.8841, 0.9379, 0.958, 0.9062]
X	16966819	0.998	8.69530257	[0.4716, 0.5849, 0.68, 0.694, 0.8824, 0.9274, 0.8506]
X	16967412	0.998	11.34985262	[0.5231, 0.66, 0.4815, 0.6196, 0.7652, 0.9608, 0.9072]
X	16968193	0.998	5.531849	[0.5267, 0.5385, 0.5882, 0.7143, 0.7586, 0.9468, 0.8472]
X	17446387	0.998	13.28013875	[0.4689, 0.5465, 0.6, 0.7515, 0.837, 0.9278, 0.9029]
X	17446468	0.998	15.36105779	[0.4889, 0.5844, 0.6818, 0.8, 0.8632, 0.8969, 0.9406]
X	17718240	0.998	8.75302117	[0.3221, 0.2025, 0.35, 0.3922, 0.5728, 0.8148, 0.7273]
X	18446473	0.998	10.47741146	[0.4144, 0.519, 0.375, 0.6667, 0.8485, 0.8049, 0.9412]
X	18446507	0.998	9.64435814	[0.6448, 0.5854, 0.5676, 0.7895, 0.8828, 0.9231, 0.9478]
X	19221477	0.998	10.19568154	[0.489, 0.6098, 0.5, 0.7333, 0.84, 0.906, 0.8916]
2L	14854825	0.999	24.88184761	[0.1871, 0.3882, 0.5185, 0.6087, 0.7778, 0.844, 0.8765]
2L	14855042	0.999	21.25028284	[0.2469, 0.4537, 0.6667, 0.5811, 0.7867, 0.8197, 0.819]
2R	1142508	0.999	30.92017297	[0.1818, 0.2885, 0.3226, 0.5126, 0.6975, 0.823, 0.8421]
2R	1145573	0.999	32.7156163	[0.1572, 0.2841, 0.4737, 0.5238, 0.7604, 0.7521, 0.8673]
2R	1153216	0.999	21.07227422	[0.2242, 0.252, 0.3889, 0.459, 0.7015, 0.736, 0.8137]
2R	1666406	0.999	23.64940486	[0.1176, 0.2157, 0.1667, 0.4229, 0.5905, 0.6952, 0.7565]
2R	2220211	0.999	17.73591648	[0.297, 0.2887, 0.129, 0.4875, 0.6532, 0.736, 0.8151]
2R	2315109	0.999	24.77121948	[0.2031, 0.2394, 0.3636, 0.5208, 0.7347, 0.7714, 0.8611]
2R	18765432	0.999	31.7436173	[0.1311, 0.1818, 0.1667, 0.402, 0.56, 0.6688, 0.7368]
2R	18769011	0.999	26.01098587	[0.1507, 0.2205, 0.3125, 0.4, 0.5405, 0.7464, 0.6883]
3L	7612943	0.999	23.60427742	[0.3529, 0.4733, 0.5625, 0.6833, 0.7676, 0.8029, 0.865]
X	2072318	0.999	16.35592581	[0.4628, 0.4674, 0.7667, 0.8605, 0.8879, 0.8667, 0.9314]
X	6763076	0.999	14.44879147	[0.3631, 0.4944, 0.5294, 0.6667, 0.7909, 0.8641, 0.9]
X	17438626	0.999	8.59169822	[0.4796, 0.4608, 0.4242, 0.6815, 0.7544, 0.8279, 0.8608]
X	18165210	0.999	11.83166932	[0.4189, 0.4286, 0.7333, 0.6222, 0.7732, 0.8261, 0.9104]
X	16946100	0.997	13.42187948	[0.3103, 0.3977, 0.4159, 0.6667, 0.699, 0.8451, 0.7458]
X	17245486	0.997	9.03984219	[0.3687, 0.2143, 0.3942, 0.4082, 0.5376, 0.82, 0.7917]
X	17354283	0.997	15.07314326	[0.4306, 0.6047, 0.604, 0.8, 0.9398, 0.9194, 0.89]
X	18194699	0.997	25.24402649	[0.151, 0.1923, 0.4351, 0.5541, 0.5517, 0.5072, 0.7185]
X	18342911	0.997	12.54975393	[0.4109, 0.5797, 0.6316, 0.8209, 0.7912, 0.8235, 0.8074]
X	18681144	0.997	10.14962131	[0.5896, 0.6212, 0.7714, 0.8222, 0.7879, 0.8939, 0.962]
X	18682659	0.997	22.76514676	[0.371, 0.4301, 0.7244, 0.8116, 0.7705, 0.9383, 0.9127]
X	18682948	0.997	11.20493742	[0.6398, 0.7183, 0.8281, 0.8696, 0.8429, 0.9583, 0.9796]
X	18682960	0.997	12.44871674	[0.5632, 0.6269, 0.7286, 0.8605, 0.7714, 0.9574, 0.9444]
X	18687408	0.997	17.2874417	[0.4148, 0.5657, 0.7823, 0.7885, 0.9213, 0.9444, 0.8974]
X	18687547	0.997	14.12969066	[0.5417, 0.6593, 0.7619, 0.8676, 0.8624, 0.9865, 0.9167]
X	18687630	0.997	31.22009417	[0.335, 0.6019, 0.6466, 0.8413, 0.8256, 0.9868, 0.9267]
X	18687650	0.997	23.83277222	[0.4409, 0.6735, 0.7339, 0.8571, 0.7838, 0.987, 0.9549]
X	19971515	0.997	26.92728968	[0.5234, 0.4865, 0.6452, 0.9103, 0.9533, 0.9516, 0.9929]
X	19974159	0.997	16.78096443	[0.5169, 0.5915, 0.875, 0.9512, 0.9583, 0.9375, 1.0]
X	19974654	0.997	13.38545082	[0.5992, 0.5962, 0.8374, 0.9231, 0.9057, 0.9559, 0.925]
X	20000215	0.997	16.34868027	[0.6274, 0.7356, 0.856, 0.9242, 0.8812, 0.9091, 0.9916]
X	20000350	0.997	13.18298192	[0.625, 0.6429, 0.8947, 0.913, 0.9099, 0.875, 0.9737]
X	20000430	0.997	13.26676226	[0.6477, 0.6548, 0.8547, 0.9184, 0.8824, 0.9016, 0.9825]
X	20000613	0.997	7.26653425	[0.6202, 0.6508, 0.8406, 0.9091, 0.8875, 0.918, 0.9467]
X	20494080	0.997	16.91465344	[0.4525, 0.59, 0.6364, 0.6747, 0.7525, 0.7619, 0.8639]
X	20524351	0.997	35.84311456	[0.2907, 0.5, 0.6016, 0.7273, 0.8119, 0.8974, 0.9161]
2L	3054953	0.998	17.66962149	[0.2984, 0.2826, 0.4966, 0.6667, 0.6777, 0.7683, 0.807]
2L	3054992	0.998	20.98744954	[0.2582, 0.3367, 0.461, 0.6173, 0.7034, 0.8133, 0.8099]
2L	3055673	0.998	16.39583652	[0.3408, 0.3462, 0.5, 0.5, 0.6991, 0.6974, 0.7955]
2R	133089	0.998	26.8017441	[0.0325, 0.0777, 0.1589, 0.2321, 0.3862, 0.4463, 0.4492]
3L	1091019	0.998	24.08998801	[0.271, 0.3068, 0.2937, 0.5488, 0.6935, 0.837, 0.8509]
3L	1093990	0.998	19.65685182	[0.16, 0.2, 0.3462, 0.4561, 0.6034, 0.8219, 0.6597]
3L	1097153	0.998	38.93580505	[0.1275, 0.266, 0.3117, 0.4568, 0.6923, 0.7738, 0.7962]
3L	1108069	0.998	15.22385795	[0.2146, 0.1828, 0.2986, 0.4384, 0.6277, 0.7528, 0.6614]
3L	1108104	0.998	2.85327345	[0.6406, 0.5301, 0.5299, 0.56, 0.8455, 0.9036, 0.8115]
3L	1481869	0.998	25.4232141	[0.2438, 0.1881, 0.3415, 0.4419, 0.6583, 0.7778, 0.8129]
3L	1491332	0.998	5.52022971	[0.5161, 0.4419, 0.5146, 0.6053, 0.8495, 0.8734, 0.8214]
3L	1557551	0.998	24.45948503	[0.2648, 0.3238, 0.5338, 0.5556, 0.7172, 0.6697, 0.7987]
3L	2261993	0.998	8.54315583	[0.3348, 0.1961, 0.3697, 0.378, 0.566, 0.7263, 0.6471]
3L	3917030	0.998	12.28428883	[0.5211, 0.5096, 0.7623, 0.7941, 0.83, 0.8986, 0.8828]
3L	3917111	0.998	4.60342403	[0.6111, 0.5714, 0.784, 0.9057, 0.9346, 0.908, 0.8407]
3L	4029991	0.998	18.3203644	[0.4317, 0.3962, 0.4511, 0.5424, 0.75, 0.8451, 0.8881]
3L	4536959	0.998	24.16174638	[0.2678, 0.4545, 0.6776, 0.6889, 0.7874, 0.7436, 0.8028]
3L	4590917	0.998	18.15590658	[0.4678, 0.595, 0.695, 0.77, 0.8382, 0.9192, 0.8848]
3L	4822022	0.998	27.21971776	[0.1313, 0.1818, 0.4551, 0.6061, 0.561, 0.6667, 0.7176]
3L	4826426	0.998	13.5543968	[0.2597, 0.3855, 0.625, 0.6207, 0.6204, 0.7222, 0.7625]
3L	4827920	0.998	17.9888444	[0.2378, 0.2558, 0.5514, 0.7021, 0.7011, 0.716, 0.814]
3L	4828678	0.998	16.46837826	[0.3107, 0.4455, 0.7007, 0.7561, 0.7545, 0.8375, 0.7937]
3L	4828811	0.998	29.49659816	[0.2459, 0.3294, 0.6267, 0.6027, 0.576, 0.7609, 0.8153]
3L	4830561	0.998	30.89692627	[0.2857, 0.3878, 0.6269, 0.7455, 0.7692, 0.7808, 0.8951]
3L	4830571	0.998	27.28730682	[0.2974, 0.4412, 0.6417, 0.7719, 0.7653, 0.8356, 0.8725]
3L	4830577	0.998	30.43842039	[0.2766, 0.4433, 0.6639, 0.7963, 0.7742, 0.8333, 0.8897]
3L	4843162	0.998	14.20376787	[0.3333, 0.3656, 0.504, 0.5875, 0.6847, 0.7927, 0.7803]
3L	5953611	0.998	16.10546308	[0.4975, 0.53, 0.7168, 0.7812, 0.7712, 0.7978, 0.9085]
3L	5954811	0.998	15.14778325	[0.4894, 0.5, 0.7667, 0.7419, 0.7951, 0.8916, 0.8966]
3L	6212621	0.998	12.373207	[0.5897, 0.6327, 0.7479, 0.7711, 0.7843, 0.9259, 0.9252]
3L	6212657	0.998	7.18087498	[0.7452, 0.7273, 0.9, 0.9146, 0.958, 0.9375, 0.9565]
3L	6212779	0.998	7.99759446	[0.5874, 0.6374, 0.6434, 0.8095, 0.7708, 0.942, 0.9101]
3L	6359232	0.998	15.19149147	[0.2, 0.404, 0.4648, 0.5926, 0.7111, 0.7955, 0.6299]
3L	7425226	0.998	20.08070423	[0.5207, 0.5275, 0.672, 0.8, 0.9535, 0.9048, 0.9762]
3L	7455432	0.998	27.80112843	[0.2406, 0.2981, 0.3846, 0.534, 0.7154, 0.7647, 0.7831]
3L	7457956	0.998	9.08454091	[0.2422, 0.3421, 0.4299, 0.54, 0.7596, 0.7397, 0.6712]
3L	21593108	0.998	22.64385677	[0.3112, 0.2929, 0.5172, 0.7903, 0.7778, 0.8571, 0.8478]
3L	21858276	0.998	15.55171571	[0.3152, 0.38, 0.48, 0.6441, 0.7477, 0.6429, 0.8108]
X	1747307	0.998	15.29820344	[0.6055, 0.6076, 0.8073, 0.9138, 0.8817, 0.9583, 0.9746]
X	2356740	0.998	13.88041142	[0.3271, 0.4602, 0.6111, 0.6667, 0.7664, 0.7949, 0.7581]
X	2822830	0.998	14.86057437	[0.1487, 0.2745, 0.4409, 0.5581, 0.6125, 0.7292, 0.6765]
X	2824153	0.998	12.31568234	[0.248, 0.2, 0.597, 0.6875, 0.8395, 0.8776, 0.7778]
X	3134542	0.998	11.64228226	[0.588, 0.6374, 0.633, 0.7647, 0.8991, 0.931, 0.9304]
X	3416884	0.998	28.56169337	[0.1613, 0.4, 0.6415, 0.697, 0.79, 0.9286, 0.8411]
X	3417719	0.998	21.06281748	[0.1239, 0.2692, 0.4715, 0.5, 0.6508, 0.6957, 0.6389]
X	3898064	0.998	15.53231944	[0.2579, 0.3889, 0.6122, 0.6545, 0.8161, 0.7945, 0.767]
X	4203810	0.998	23.29084046	[0.2159, 0.3378, 0.5495, 0.6032, 0.6598, 0.7973, 0.7794]
X	4246177	0.998	11.1108822	[0.4679, 0.4787, 0.6336, 0.6154, 0.7731, 0.8354, 0.8239]
X	4892282	0.998	19.78324583	[0.3787, 0.6506, 0.8741, 0.8214, 0.932, 0.8481, 0.902]
X	5569600	0.998	8.76789832	[0.4728, 0.4459, 0.6957, 0.7843, 0.8247, 0.9032, 0.8537]
X	5940929	0.998	18.79168908	[0.3762, 0.4675, 0.7434, 0.7143, 0.7778, 1.0, 0.8839]
X	8056322	0.998	9.34291051	[0.5028, 0.557, 0.6916, 0.8919, 0.8929, 0.8909, 0.8687]
X	11757496	0.998	8.34950893	[0.5241, 0.5789, 0.6702, 0.6538, 0.8068, 0.8864, 0.9]
X	11758705	0.998	10.11494641	[0.4895, 0.4933, 0.6667, 0.6136, 0.7889, 0.8143, 0.9054]
X	15957337	0.998	8.51534928	[0.7772, 0.7895, 0.8585, 0.9483, 0.9636, 0.9867, 1.0]
X	15985753	0.998	19.8571238	[0.3769, 0.5268, 0.6395, 0.6196, 0.7353, 0.8171, 0.8272]
X	16453451	0.998	6.05914597	[0.481, 0.3117, 0.3301, 0.3396, 0.7474, 0.7833, 0.7789]
X	16944978	0.998	12.93188837	[0.3081, 0.314, 0.3676, 0.5, 0.6379, 0.8548, 0.7355]
X	17244040	0.998	11.55279773	[0.3594, 0.3846, 0.4732, 0.7115, 0.6883, 0.8387, 0.7778]
X	17246275	0.998	16.69001975	[0.1595, 0.197, 0.2222, 0.3889, 0.4928, 0.7368, 0.6804]
X	18185617	0.998	22.39658403	[0.3392, 0.3564, 0.48, 0.7857, 0.825, 0.8571, 0.8616]
X	18687360	0.998	19.63374416	[0.383, 0.5214, 0.7333, 0.8205, 0.8447, 0.961, 0.8926]
X	18687374	0.998	25.94919504	[0.2667, 0.4681, 0.72, 0.803, 0.8539, 0.9429, 0.8879]
X	18687411	0.998	26.31444307	[0.2768, 0.4286, 0.6613, 0.7885, 0.8824, 0.9429, 0.8908]
X	18687556	0.998	23.12587575	[0.356, 0.6444, 0.7398, 0.8429, 0.8333, 0.9867, 0.8865]
X	18687671	0.998	21.94315114	[0.441, 0.6078, 0.6885, 0.8814, 0.7722, 1.0, 0.9449]
X	18687674	0.998	28.19174197	[0.3367, 0.4571, 0.6532, 0.8814, 0.7468, 1.0, 0.935]
X	18687765	0.998	22.33586068	[0.3388, 0.3881, 0.6832, 0.8095, 0.8171, 0.9194, 0.9143]
X	19971687	0.998	18.10835761	[0.641, 0.7159, 0.7574, 0.8904, 0.9664, 0.9634, 0.9928]
3L	1481899	0.999	25.46061874	[0.255, 0.1961, 0.3188, 0.4881, 0.7099, 0.8289, 0.8194]
3L	1483259	0.999	18.80505486	[0.2088, 0.2286, 0.3433, 0.5312, 0.8261, 0.8333, 0.8636]
3L	1557568	0.999	22.30632094	[0.2643, 0.3158, 0.4851, 0.6023, 0.7434, 0.7129, 0.7785]
3L	1557626	0.999	25.12697868	[0.2906, 0.3866, 0.4697, 0.55, 0.7273, 0.7604, 0.8299]
3L	4830558	0.999	27.18715792	[0.2864, 0.4021, 0.6279, 0.7273, 0.7757, 0.7746, 0.863]
X	3163503	0.999	15.5338324	[0.5436, 0.5625, 0.6491, 0.7097, 0.9135, 0.9677, 0.9398]
X	18687358	0.999	27.6230932	[0.2775, 0.4159, 0.6721, 0.8125, 0.8544, 0.9589, 0.888]
X	18687395	0.999	25.027803	[0.2682, 0.396, 0.6574, 0.7857, 0.8953, 0.9275, 0.8761]
X	19973683	0.999	22.89360321	[0.5586, 0.6, 0.7541, 0.9483, 0.9302, 0.987, 1.0]
3L	7179642	0.997	11.95295467	[0.5323, 0.6609, 0.7907, 0.931, 0.9818, 0.9314, 0.9216]
3L	7180904	0.997	16.95054842	[0.3725, 0.4638, 0.5867, 0.6406, 0.8876, 0.9178, 0.9821]
3L	7181322	0.997	15.29997888	[0.4256, 0.4862, 0.6667, 0.7593, 0.8345, 0.883, 0.8783]
3L	7181528	0.997	17.73834958	[0.5222, 0.641, 0.9016, 0.8875, 0.9403, 0.9, 0.9466]
3L	7181529	0.997	13.35941745	[0.4952, 0.5859, 0.7105, 0.7129, 0.8514, 0.8495, 0.8806]
3L	7181802	0.997	20.40990711	[0.3962, 0.4386, 0.5714, 0.6429, 0.838, 0.9355, 0.8931]
3L	7722350	0.997	10.16134734	[0.3972, 0.4505, 0.4568, 0.625, 0.8087, 0.7444, 0.8]
3L	8906221	0.997	6.6588351	[0.4929, 0.424, 0.6296, 0.7093, 0.806, 0.8864, 0.7833]
3L	8906524	0.997	9.54902283	[0.4971, 0.5196, 0.6111, 0.7093, 0.7845, 0.8916, 0.8654]
3L	9223087	0.997	13.23796137	[0.5665, 0.5565, 0.6667, 0.8041, 0.877, 0.9012, 0.9592]
3L	9381586	0.997	7.91626319	[0.4171, 0.3333, 0.5333, 0.5244, 0.6019, 0.7564, 0.8281]
3L	9666202	0.997	6.81210765	[0.52, 0.4952, 0.6023, 0.7674, 0.7706, 0.8621, 0.8404]
3L	10889278	0.997	13.01639801	[0.7358, 0.6371, 0.7907, 0.883, 0.9236, 0.9574, 1.0]
3L	11163602	0.997	5.18793892	[0.2407, 0.1695, 0.2889, 0.4583, 0.4868, 0.6875, 0.6071]
3L	14888377	0.997	10.01149682	[0.2663, 0.3723, 0.473, 0.5574, 0.6907, 0.8095, 0.7246]
3L	18953184	0.997	14.64120787	[0.2742, 0.3542, 0.6825, 0.5957, 0.629, 0.6598, 0.7524]
3L	19475883	0.997	9.82558001	[0.2922, 0.3222, 0.4098, 0.3333, 0.6796, 0.7027, 0.7097]
3L	20900898	0.997	7.47383495	[0.6173, 0.6505, 0.7534, 0.8644, 0.7573, 0.8556, 0.9158]
X	2431056	0.997	18.03719322	[0.2897, 0.4048, 0.5789, 0.6833, 0.809, 0.7541, 0.8861]
X	4480428	0.997	7.24678153	[0.1908, 0.2571, 0.3878, 0.4681, 0.7532, 0.6308, 0.5634]
X	4731835	0.997	4.45613234	[0.7535, 0.8113, 0.878, 0.9268, 0.9655, 1.0, 1.0]
X	5042339	0.997	11.70124951	[0.226, 0.3125, 0.6528, 0.629, 0.6712, 0.7639, 0.7377]
X	5042511	0.997	10.19236295	[0.3133, 0.4133, 0.5714, 0.5208, 0.6623, 0.7705, 0.7733]
X	6448118	0.997	6.37305341	[0.6037, 0.7042, 0.8182, 0.697, 0.8652, 0.8594, 0.9091]
X	6688159	0.997	10.58603619	[0.125, 0.04, 0.0233, 0.3019, 0.4483, 0.625, 0.5652]
X	8066975	0.997	7.57320052	[0.5743, 0.5526, 0.8596, 0.8472, 0.8077, 0.8861, 0.8953]
X	8066998	0.997	9.14809774	[0.5514, 0.6, 0.8958, 0.7742, 0.7945, 0.8857, 0.9157]
X	8067002	0.997	10.50360273	[0.5596, 0.6173, 0.898, 0.7705, 0.7945, 0.8947, 0.9398]
X	8329102	0.997	8.49003574	[0.7041, 0.7576, 0.8571, 0.9508, 0.8025, 0.9508, 1.0]
X	8329145	0.997	10.11615677	[0.6936, 0.7143, 0.7931, 0.9423, 0.8523, 0.9701, 1.0]
X	8329172	0.997	7.14700228	[0.7625, 0.7297, 0.8, 0.9286, 0.8723, 0.9701, 1.0]
X	11371977	0.997	13.14461088	[0.4388, 0.4655, 0.7143, 0.8182, 0.8553, 0.8689, 0.9333]
X	13531756	0.997	9.07356309	[0.6667, 0.7955, 0.913, 0.88, 1.0, 1.0, 1.0]
X	13535985	0.997	5.54567904	[0.7727, 0.7869, 0.7736, 0.8571, 0.875, 1.0, 1.0]
X	13558279	0.997	12.07909154	[0.3158, 0.2388, 0.3833, 0.5094, 0.7419, 0.7288, 0.8333]
X	13646133	0.997	11.65227748	[0.3943, 0.4, 0.413, 0.5818, 0.7037, 0.8125, 0.837]
X	13963793	0.997	12.57851067	[0.3708, 0.2209, 0.3548, 0.431, 0.7667, 0.7188, 0.8649]
X	13964449	0.997	15.80332717	[0.4233, 0.2619, 0.4545, 0.4918, 0.6277, 0.6481, 0.913]
X	13965908	0.997	5.07836709	[0.5, 0.382, 0.3621, 0.5714, 0.6753, 0.7258, 0.8226]
